POWER_ON,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
1,0.8177701000933254,0.6593682536328167,0.8874517074132523,0.7849679539728128,0.8279083858345185,0.5856615139294031,-0.9277274817199302,-1.475400462653643,1.1009714004063762,2.2098744854334393,0.8212991906906166,-0.23367663497726032,1.2184871762564558,2.4513327691428843,0.07850552597203021,0.6971063541640348,-0.8064373036166742,-1.002432482722798,-1.9431253148801693,-0.8238343754188444
1,0.6664655641289899,0.7916894427371306,0.7350234773151734,0.7673303786813637,0.8291563676681973,-0.33345742267432665,1.463546268237915,-1.0953296600676992,-1.669670506731634,-0.8946311750187628,0.10512757629689286,-0.796974709807245,-0.4394829513416994,-0.45299883999940277,0.15745681347713356,2.026949219078219,-2.147232400505589,-1.8049883234806932,-0.22344743742883738,1.478941412373052
1,0.8380197851005964,0.6495279625968998,0.6796799144610856,0.6957422305329424,0.6309328372393548,0.28652618797013923,1.2375410629442192,-1.2960377325789665,-0.5182227240615644,-0.20151984534246947,1.1969583571573748,0.31522687122733417,-0.35801332674468067,0.6632162824575992,0.009249545205070703,-0.755303398751124,1.5755953318551084,0.2910192961740089,-0.061777809028970315,-0.11469681684141124
1,0.8610585745283823,0.8760055963689604,0.6957955587756898,0.682776624656336,0.7021500454133394,0.783518104010962,0.13876623306249014,0.9693631497509322,-0.9013547919759071,0.4809624279754333,0.2124609793574162,0.20034928409579172,0.1827166530135509,-2.831799063065292,0.4687021085188656,1.07675004706436,0.8612013501576087,0.4419355054299333,2.0512842621429606,0.43927998549184255
0,0.055979044793103984,0.008243975293450329,-0.04872029211949272,0.04643698635465742,0.27552177437199016,0.615409310305687,-1.1072104653715218,0.8065548737548138,-0.9369908485407974,0.2015812658469726,-0.2557977572800761,-0.4689108694488049,0.718780622623091,1.8945294217251623,-0.27943084893355025,0.20028044559100705,0.6752401519784265,1.0336526000751365,0.828682341468735,-0.2504495057373286
0,0.10807807255546219,-0.14575514994649305,-0.03519213178165091,-0.055055193170848775,-0.030561061415380338,-0.12563075765094694,0.2551026222734677,1.0185395425356987,1.0617649964448992,1.4360705092348849,-0.6402847253170298,1.4950682575770076,0.5960931303375621,-1.3558876105469313,-0.8247036366015823,-1.5118643389727304,0.2189943224965022,0.9447902779579973,-1.0340456668876745,2.5170622852546063
0,0.08339221545489041,-0.030920907704986345,-0.07699960661974574,0.03163583215361448,0.07309589763762163,0.9229456422688281,0.6824520931489999,1.1539221080006008,-0.12996045323517727,-0.9743179098085528,-1.4457907025439023,0.6509082970470961,0.3798672234923337,-0.5447609041967396,-1.5905428999291902,0.47090259316074007,0.6622900708217407,0.23679177540710988,-0.425732864971304,-0.49504683549364686
1,0.8459180079228437,0.7247843594409418,0.6703883335750106,0.7114751313875778,0.7349340172631617,-0.16102634333785693,-0.6179734316600227,0.7574119077937735,-1.4785401308138368,-0.6837785004691692,1.493078084058682,1.8237162558311035,-1.3029301769248811,0.14473261966104745,0.3822482566134121,1.2123587123828707,1.4116124324121944,-0.1652244404794709,0.3726596688872529,-0.7111419081583195
1,0.7929834288541353,0.831917451041918,0.7543879172525813,0.8181062742771082,0.5909697101146844,-1.9725270882108217,0.6503755137935524,-2.5245694044268534,-0.17449250609766553,0.05945812280123053,-1.0078421284574304,0.6721360055146929,-2.5148339201283947,0.3174320603666716,0.1876691912530023,-0.03582174457392978,0.2590576663811044,-0.7952371002628361,0.7794804921069999,0.6677081444047883
1,0.6339039066484009,0.9340450446023145,0.8181426620113972,0.9303278037316064,0.7829741753204095,0.7347372774611832,-0.1462425932815592,-0.7556641688096117,1.3150264213947127,-0.12137483898670486,-1.3751028831372618,-1.7250826706387783,-0.1816475372974531,0.4605837599003533,0.14331987631257273,1.1593273326566949,-0.6400850363472349,-1.6591486465057905,-0.6502559523203897,-0.4564585151164211
0,0.04296182191325859,-0.18751724696457447,0.059502946583556475,0.05861658003927833,-0.02656045602861052,-0.9013162313640433,-2.0577082650098495,0.152576801414693,-0.3265703727986624,-0.1608270033507623,0.9160811436154781,0.6956045920541117,0.1508089070042316,2.0395521487511035,0.4269319523719449,1.6045232573886015,-2.0711295842950728,-1.4862710895772928,0.4757598212769428,1.1180559086703914
1,0.8207687687163112,0.8115026079147417,0.7442576946891679,0.758758618178352,0.7600121761331629,-1.7071772014214868,-0.8206309372743317,-0.32939385863702864,2.500733571963804,0.07320672937094572,-0.6953370559776091,1.723159058283068,-1.5206150346997593,0.28511894177055586,0.6528634520745936,0.5275928296064492,0.6161077435095652,0.6807621570392006,0.43867266340728794,0.2006586100435695
1,0.8271578837195374,0.7839867204433361,0.7587002177856567,0.8257198970355928,0.7885359164493608,1.038788759034368,-0.3993101637262164,0.14484739104337768,2.4705078192001797,0.4723750386641232,-0.8636539158885812,1.1688381985862633,1.1569103017366982,-1.2397488640450938,-1.381815857089484,2.035610031791787,-0.7181364718544547,0.4225210215544318,-0.16365944529291362,-1.258217071318422
0,-0.12767485758203098,0.06713400764504654,-0.09266983088473107,-0.024066517453021304,0.026426827164563654,-0.537512516012355,-0.5009409057293782,-0.0366480915863191,-0.33284987449282144,-1.411936137964576,2.201244646374591,0.8106353067270706,0.5131479611294313,1.2197607798717103,-0.6045177455807724,-0.5551137825165351,0.26314146610290423,-1.4236200752381956,-1.8067145209611162,-1.442378355197378
0,-0.10810565404082624,0.021319662823768917,-0.003143917037477642,0.0007880184694728161,-0.01501169512538066,-0.3426197231714705,-1.121671546454045,0.557606014197783,3.1647008852372545,0.2667451045482365,0.7611390911882945,2.03117170178396,0.614189060981589,-0.06371759191883253,-0.5125784948591281,-0.5172691855624644,-0.7971812001037177,1.3623172260875263,-0.06962099521751264,0.23842497578272326
0,0.10531528533329036,-0.07519693317388192,-0.08484286341908147,-0.0325611052148504,-0.12640061679473638,1.3461309050512826,-1.2188557081406866,0.3444006397452942,-0.2513578991714283,0.4092139484653015,-0.08181700626715185,-1.2253729860778175,-0.3900127673767773,1.0031851927840436,0.21820014229388884,0.526139713116656,-0.29898203302528625,-0.4980564519704777,0.517447937181138,-1.812208041273788
1,0.7960444846143345,0.7680946064333383,0.85731278132412,0.783566479411461,0.8486184791561939,3.0882920628462793,-1.1843331250511162,-1.9295140025215574,-1.8957915018338203,0.8008457634036934,-1.5656735808811089,-1.214899082304824,-2.249513574565782,0.6342464957458078,0.2729423904825553,0.5186768528390338,-0.2612514869198417,-1.8164178268597984,-1.413546148319877,-0.11734637264773783
1,0.8681500697372625,0.7203974143196511,0.6214133508065889,0.8212093353074176,0.6050628244677577,1.44331064125461,0.7377426327053654,-0.29519787121889823,-1.0137820852213741,0.37275394835399883,-0.3841275276992723,0.5960847153895074,0.3239779687438225,-1.5157056994293059,0.9010441182087672,0.3504945619876124,-0.4976871363421578,-1.4998678371724936,-0.49922269514079465,-1.3415937307057364
1,0.802831837613046,0.9076007138598599,0.7640370327547539,0.700664130041805,0.5949642542715801,-0.02706359630887384,1.3283524491312217,-0.013883767396255658,-1.3920746722670407,-0.9967681360934906,0.3346864815937691,-1.6870883374303747,-0.32902908356448196,1.0391613751594055,-0.6167136943810433,-1.81721047517926,0.6172260354800276,-0.009751296595527315,-1.5912492579637871,0.0832918139286527
0,0.002975613949574324,0.002131164867194222,0.03011073391917419,-0.10158788269899784,0.07391804947015679,0.9060204951775297,0.27086050032373754,0.6312651645085257,0.8614790464435444,-1.6612345671509412,-0.4329836023789341,0.98980273267225,-0.9063661017787131,-0.9754909572942531,1.2272127550134198,-0.3641699338490009,-0.18670440055198378,0.1084868348818461,1.4735169782898816,-2.5196713194727973
1,0.8938283805975998,0.9901190685753007,0.8183834516322505,0.6611457446168789,0.8507020272135357,-0.8013365402483764,-1.232708676631756,-0.10090262914660708,1.594522630009611,-0.14439618652060046,1.4028550561756545,0.301091499087848,-0.3026649379545744,-0.23773241973163614,0.14261222097099202,-1.3738280768389468,-0.8417820490040482,1.2152233751234434,1.8140867361530582,-0.6406531298244246
0,-0.05160447282173739,-0.006066081381462078,0.2693033663980497,-0.160027110450371,-0.005739536507403602,-1.0260197122498695,-1.4936505934984572,0.7641598206656499,-0.9984354921432148,-0.12496366304021478,0.23685402097411018,1.3189459473055156,0.0715901783408554,-0.13371376668805074,-1.5966817283780042,-0.582585221413371,-0.9653055687539565,0.21495944843547643,0.31084369540597223,1.7089394727494227
0,0.009612077694098345,-0.07084067669104628,0.03498000245679074,-0.12172826922204794,-0.1395448504755072,-2.555715093989226,0.09864942805464622,1.442906318319027,-0.48437141036581177,-0.8493792518485097,0.3699088951477768,-1.4056537747436026,1.8917342112168538,-2.137150546490438,-0.4592887368071204,1.1286536793938,0.010238039142321853,0.39525663336428024,1.646672161181324,1.6444592503132442
1,0.7537724711294957,0.6486285607387173,0.699594540315799,0.8159462506804129,0.7292089059325926,2.5823174679986924,0.731044784108749,-0.4638901567018841,-0.1261532558059799,-0.19288274994916033,-1.0464710733746667,1.1788093845209662,-0.5302018443880486,-0.30010720418614334,0.47857546201337753,0.0734718493664461,0.487542232938208,-0.07638407765571248,-1.0315189108547433,1.3785602827006564
1,0.7565503772567684,0.6196860323744056,0.7904535752910927,0.7107212484508116,0.7737253252313496,-0.2753873674839088,0.31988980044959875,1.3418197799248317,-0.9242284850240123,0.8868618367059923,-0.015129465863190583,-0.8239350628707026,-0.6524257058121307,1.8122295187543456,-1.3584054284467417,0.3883988911185383,1.3678577846057514,2.3539410805796175,-1.0107984707430413,-0.224381899865422
1,0.7690827876531361,0.641586405699451,0.6223753666533548,0.8513614464231096,0.6404106031425887,-0.05815925604744464,-2.2917063255382812,-1.3166131797710814,-2.0361832022385253,-0.6791463150789675,-0.649414699437154,-1.7931149397532131,0.4906295146292052,-0.3315882311267834,-1.305256876640144,-0.545841125314706,-1.803527001588714,-0.39872222650413325,0.960926293313312,-2.0087219527339375
0,0.022213377163371278,0.026712665101148343,-0.008059974929676089,0.0034713748752561863,-0.07390286580232329,-2.062430309900267,-0.6529032716071491,-0.4965131658069776,-0.9213868523608774,-0.32691428054268235,1.6694622120931,1.5703195883423835,0.31400115537104156,0.23334484869078267,-0.26396305801639613,1.5041085530116225,1.1391320256221271,0.05578314601940032,0.19255030771600834,-0.08311616654692622
1,0.7521251378336523,0.8508725023229934,0.7166943942999242,0.6031495786561947,0.865233033817668,0.5146606367038556,0.8318485685371464,0.4763524714373542,-0.21356345798751883,-1.0880630327385583,1.0140193342767279,0.6018131893027708,-2.577447891190488,2.0999723241228514,1.4138033437496542,0.16691876048706233,-1.3544944297344033,0.38334804251671006,-0.9036294224256259,0.603096443560547
1,0.9255756125573521,0.6418809297967867,0.8915390275560162,0.865497558422169,0.9427305364289217,0.9758801214852016,1.3068464530013033,-1.676214063141943,0.14827205023371098,0.06326665332998871,1.4279509264269188,0.2171390760840244,1.1820670158685824,-1.2580779993486744,0.19641868156731546,-2.0409159822790697,0.07206202619827237,-1.4375217643527933,0.27897547056175287,-0.2925971762647691
0,-0.08946073022195039,0.08950383140761155,-0.054954027459553495,0.08107986455917099,-0.04194347526585507,-1.4201477237528035,-0.19407852342868137,0.4055460539337957,0.6575023219276752,0.06954917995783821,-1.3730583890202974,0.21114116887213258,2.2737701171324955,0.3360804553859911,-0.24923831123657655,0.01230662822842793,0.29165655542943286,-0.2892614814083617,-0.8008220582904313,-0.36025403308476045
